Sr.No.,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
2425,55,retired,married,secondary,no,493,yes,no,unknown,13,may,647,7,no
2426,44,blue-collar,married,secondary,no,841,no,no,cellular,28,jul,504,4,no
2427,51,unknown,married,unknown,no,12,no,no,unknown,11,jun,45,1,no
2428,42,blue-collar,married,secondary,no,2913,no,no,cellular,4,dec,127,2,no
2429,28,student,single,secondary,no,1925,no,no,cellular,26,feb,139,1,no
2430,35,admin.,married,tertiary,no,6,no,no,cellular,26,aug,130,2,no
2431,52,blue-collar,married,primary,no,2439,yes,no,unknown,30,may,212,3,no
2432,52,entrepreneur,married,secondary,no,330,no,yes,cellular,4,feb,228,1,no
2433,48,retired,divorced,primary,no,666,yes,no,cellular,15,may,10,5,no
2434,34,blue-collar,single,secondary,no,1848,yes,no,unknown,5,jun,131,10,no
2435,31,unemployed,single,secondary,no,3528,no,no,cellular,5,feb,132,1,no
2436,50,admin.,divorced,secondary,no,124,yes,yes,cellular,14,may,367,2,no
2437,45,blue-collar,married,secondary,no,1335,yes,no,cellular,25,aug,702,2,no
2438,40,technician,married,tertiary,yes,-2827,yes,yes,cellular,31,jul,843,1,no
2439,69,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,yes
2440,54,admin.,divorced,secondary,no,-288,yes,no,unknown,27,may,138,2,no
2441,30,self-employed,single,tertiary,no,251,no,no,cellular,12,jul,537,1,yes
2442,54,technician,divorced,secondary,no,1252,yes,no,cellular,11,may,101,1,no
2443,59,retired,married,secondary,no,8107,no,no,unknown,30,may,210,1,no
2444,55,technician,single,secondary,no,2043,yes,no,cellular,18,nov,655,1,no
2445,46,housemaid,married,unknown,no,1035,no,no,unknown,16,jun,703,1,no
2446,50,admin.,married,secondary,no,2695,no,no,cellular,17,may,312,2,no
2447,53,management,married,tertiary,no,9072,no,no,cellular,18,nov,117,2,no
2448,25,student,single,unknown,no,2503,no,no,cellular,26,feb,100,2,no
2449,40,entrepreneur,single,tertiary,no,262,yes,yes,unknown,26,oct,17,1,no
2450,35,services,divorced,tertiary,no,877,yes,no,cellular,15,apr,61,3,no
2451,63,unemployed,married,primary,no,0,no,no,telephone,30,nov,337,3,no
2452,37,admin.,divorced,secondary,no,5768,yes,no,cellular,18,may,297,1,no
2453,26,management,single,tertiary,no,828,yes,no,cellular,17,aug,156,1,yes
2454,60,retired,married,secondary,no,975,no,no,cellular,16,sep,303,1,yes
2455,52,unemployed,married,tertiary,no,1595,no,no,cellular,6,feb,40,1,no
2456,25,student,single,tertiary,no,641,yes,no,unknown,12,may,53,1,no
2457,58,management,married,tertiary,no,5680,no,no,unknown,18,jun,114,1,no
2458,40,blue-collar,married,primary,no,254,yes,no,cellular,7,jul,107,3,no
2459,48,unemployed,married,primary,no,484,no,no,cellular,18,nov,399,1,no
2460,44,unemployed,married,secondary,no,0,no,no,cellular,21,nov,175,4,no
2461,35,management,divorced,unknown,no,1043,yes,yes,cellular,18,may,230,1,no
2462,34,services,married,secondary,no,-93,yes,yes,unknown,20,may,194,1,no
2463,59,retired,married,primary,no,213,no,no,cellular,27,aug,184,3,no
2464,35,management,married,tertiary,no,646,yes,no,cellular,18,nov,84,2,no
2465,26,technician,married,secondary,no,415,no,no,cellular,24,jul,92,2,no
2466,45,blue-collar,married,primary,no,751,no,no,cellular,28,aug,151,4,no
2467,42,management,married,unknown,no,587,yes,no,unknown,19,jun,16,9,no
2468,35,entrepreneur,married,secondary,no,4872,yes,no,cellular,15,may,34,3,no
2469,34,management,married,tertiary,no,1267,yes,no,unknown,2,jun,87,4,no
2470,31,blue-collar,single,secondary,no,-161,no,no,cellular,11,jul,196,2,no
2471,60,retired,divorced,primary,no,2516,no,no,telephone,4,feb,157,1,no
2472,31,management,divorced,tertiary,no,106,yes,no,cellular,5,feb,67,2,no
2473,32,blue-collar,married,secondary,no,715,yes,no,unknown,8,may,108,2,no
2474,57,retired,single,secondary,no,1640,no,yes,unknown,6,may,204,4,no
2475,44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,mar,262,2,yes
2476,26,blue-collar,married,secondary,no,2770,yes,no,unknown,8,may,141,1,no
2477,46,admin.,divorced,secondary,no,2087,no,no,cellular,20,nov,768,3,yes
2478,49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,no
2479,30,technician,single,secondary,no,1112,no,no,cellular,14,jul,133,3,no
2480,45,housemaid,married,primary,no,3512,no,no,cellular,16,apr,96,1,no
2481,47,self-employed,married,secondary,no,3279,no,no,cellular,21,aug,189,4,no
2482,37,services,married,secondary,no,1399,yes,no,cellular,17,apr,420,1,no
2483,24,student,married,unknown,no,146,no,no,cellular,26,may,147,1,no
2484,46,admin.,married,primary,no,595,yes,no,unknown,6,jun,334,3,no
2485,40,admin.,married,tertiary,no,1108,no,no,cellular,11,aug,170,2,no
2486,31,management,single,tertiary,no,2590,no,no,cellular,23,sep,103,2,no
2487,49,technician,married,secondary,no,175,yes,yes,cellular,21,nov,70,1,no
2488,39,management,single,tertiary,no,1914,no,no,cellular,18,aug,94,4,no
2489,32,technician,married,secondary,no,342,yes,no,cellular,29,jul,146,3,no
2490,46,unknown,married,primary,no,0,no,no,telephone,25,may,87,2,no
2491,58,technician,married,primary,no,16119,no,no,telephone,20,nov,188,2,no
2492,44,admin.,married,tertiary,no,688,no,no,telephone,19,nov,274,1,no
2493,25,admin.,single,tertiary,no,40,no,no,unknown,12,may,64,1,no
2494,27,services,single,secondary,no,437,yes,yes,unknown,30,may,275,2,no
2495,47,self-employed,married,primary,no,3363,no,no,cellular,5,may,382,1,no
2496,29,blue-collar,married,secondary,no,8,yes,yes,cellular,10,jul,627,1,yes
2497,30,technician,married,secondary,no,-306,yes,yes,unknown,16,may,203,1,no
2498,35,management,married,tertiary,no,618,yes,no,cellular,18,nov,116,1,no
2499,34,technician,married,secondary,no,22,no,no,cellular,21,aug,270,3,no
2500,32,self-employed,married,tertiary,no,210,yes,no,cellular,19,nov,268,1,no
2501,23,blue-collar,married,secondary,no,272,no,no,cellular,14,aug,100,2,yes
2502,38,blue-collar,married,primary,no,4592,yes,no,cellular,12,may,360,1,no
2503,36,blue-collar,single,secondary,no,206,yes,no,cellular,5,may,17,6,no
2504,28,technician,single,secondary,no,1405,yes,no,cellular,5,feb,605,3,no
2505,44,services,married,secondary,no,4837,yes,no,cellular,13,may,324,3,no
2506,40,technician,married,secondary,no,2338,no,no,cellular,16,oct,717,2,yes
2507,49,services,married,secondary,no,4300,yes,yes,cellular,8,may,134,1,no
2508,44,management,married,tertiary,no,423,no,no,cellular,3,jun,136,6,no
2509,57,retired,divorced,primary,yes,0,no,yes,cellular,24,jul,125,2,no
2510,33,management,married,tertiary,no,0,no,no,cellular,27,aug,181,4,no
2511,43,blue-collar,married,secondary,no,7973,yes,no,cellular,14,may,100,2,no
2512,51,blue-collar,divorced,primary,no,-380,yes,no,unknown,26,may,181,1,no
2513,32,blue-collar,single,secondary,no,8859,yes,no,cellular,20,nov,252,1,no
2514,30,services,married,secondary,no,1222,yes,no,cellular,14,may,444,1,no
2515,50,management,married,tertiary,no,1759,no,no,cellular,19,aug,101,2,no
2516,23,blue-collar,single,secondary,no,780,yes,no,cellular,15,may,416,1,yes
2517,32,technician,single,tertiary,no,1094,yes,no,cellular,11,may,207,7,no
2518,46,services,married,secondary,no,2215,no,no,unknown,6,jun,222,2,no
2519,53,retired,married,secondary,no,1139,yes,no,unknown,16,may,107,6,no
2520,37,housemaid,divorced,primary,no,608,no,no,unknown,17,jun,108,1,no
2521,41,services,married,secondary,no,446,yes,no,cellular,18,nov,296,1,no
2522,59,retired,married,secondary,no,444,yes,no,unknown,6,jun,137,1,no
2523,49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,may,513,1,yes
2524,37,services,married,secondary,no,6089,yes,no,cellular,14,may,616,2,yes
2525,35,management,married,tertiary,no,244,yes,no,cellular,11,may,155,2,no
2526,46,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,1,yes
2527,55,unknown,married,primary,no,2074,no,no,unknown,20,jun,19,4,no
2528,50,management,married,tertiary,no,126,yes,no,cellular,12,may,132,3,no
2529,31,management,single,tertiary,no,533,no,no,cellular,12,nov,90,3,yes
2530,28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,940,1,yes
2531,38,blue-collar,married,secondary,no,384,yes,no,unknown,6,may,1906,3,no
2532,27,blue-collar,single,secondary,no,23,no,no,cellular,26,feb,590,2,no
2533,26,blue-collar,married,primary,no,-219,yes,yes,unknown,15,may,311,5,no
2534,48,admin.,divorced,secondary,no,0,yes,yes,cellular,23,jun,248,1,no
2535,40,admin.,single,secondary,no,816,no,no,cellular,31,jul,114,8,no
2536,57,entrepreneur,married,unknown,no,618,yes,no,unknown,8,may,10,7,no
2537,57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5,may,173,1,no
2538,53,services,married,secondary,no,10749,yes,no,unknown,14,may,221,1,no
2539,31,management,single,tertiary,no,587,yes,no,cellular,20,apr,16,4,no
2540,36,self-employed,single,tertiary,no,351,no,no,cellular,5,feb,82,1,no
2541,30,management,single,tertiary,no,3289,no,no,cellular,2,jun,111,1,no
2542,53,management,married,tertiary,no,1624,no,no,cellular,6,aug,107,1,yes
2543,35,technician,single,secondary,no,1609,yes,no,unknown,30,may,288,3,no
2544,44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,yes
2545,53,technician,married,primary,no,6839,yes,no,cellular,19,nov,77,1,no
2546,36,self-employed,divorced,tertiary,no,6385,yes,no,cellular,21,nov,70,2,no
2547,58,management,married,tertiary,no,0,yes,no,cellular,18,nov,265,1,no
2548,38,technician,single,secondary,no,565,yes,no,cellular,30,apr,1143,1,yes
2549,33,management,divorced,tertiary,no,-1027,yes,no,unknown,30,may,205,6,no
2550,40,admin.,married,secondary,no,3138,no,no,cellular,12,aug,238,1,no
2551,54,technician,married,secondary,no,433,no,no,cellular,29,jan,89,2,no
2552,35,entrepreneur,single,tertiary,no,-15,yes,no,unknown,21,may,554,3,no
2553,33,services,married,secondary,no,210,yes,no,cellular,13,may,1207,2,yes
2554,49,management,divorced,tertiary,no,169,no,no,cellular,18,jul,141,1,no
2555,47,management,single,tertiary,no,585,yes,no,cellular,2,feb,100,1,no
2556,41,blue-collar,married,secondary,no,2913,no,no,cellular,20,nov,1058,1,no
2557,28,student,single,secondary,no,970,no,no,telephone,4,aug,297,1,no
2558,31,technician,married,secondary,no,477,no,no,cellular,30,apr,146,1,no
2559,52,services,married,secondary,no,774,yes,no,cellular,8,may,159,1,no
2560,33,blue-collar,married,secondary,no,2254,yes,no,cellular,17,apr,130,1,no
2561,37,blue-collar,married,secondary,no,183,yes,no,unknown,6,may,112,4,no
2562,31,blue-collar,single,secondary,no,512,yes,no,cellular,18,may,44,8,no
2563,59,blue-collar,married,secondary,no,16869,no,no,cellular,19,nov,107,1,no
2564,41,services,married,unknown,no,230,yes,no,cellular,9,feb,155,3,no
2565,53,blue-collar,single,secondary,no,1442,no,no,telephone,9,dec,137,8,no
2566,59,unemployed,divorced,secondary,no,2026,no,no,cellular,2,jun,395,1,no
2567,39,services,married,secondary,no,257,yes,no,unknown,12,jun,171,1,no
2568,49,admin.,divorced,secondary,no,-73,yes,no,cellular,30,jul,31,22,no
2569,28,technician,single,tertiary,no,0,yes,no,cellular,15,apr,217,2,no
2570,26,blue-collar,single,secondary,no,1,yes,no,cellular,22,jul,36,2,no
2571,54,self-employed,married,tertiary,no,990,no,no,cellular,3,jun,244,2,yes
2572,70,technician,married,secondary,no,3020,no,no,telephone,30,apr,56,1,no
2573,45,blue-collar,married,unknown,no,2056,no,yes,unknown,11,jun,191,1,no
2574,40,technician,single,secondary,no,2244,no,yes,cellular,20,aug,58,2,no
2575,38,blue-collar,married,primary,no,8251,no,no,unknown,6,jun,194,3,no
2576,34,admin.,married,secondary,no,-44,yes,yes,cellular,17,apr,759,2,no
2577,31,admin.,single,secondary,no,112,yes,no,cellular,22,jul,102,7,no
2578,43,blue-collar,married,primary,no,4581,yes,no,cellular,20,nov,329,2,no
2579,60,housemaid,married,primary,no,2270,yes,no,cellular,9,jul,206,1,no
2580,38,management,married,tertiary,no,1066,yes,no,cellular,28,jan,86,1,no
2581,39,technician,married,secondary,no,3032,no,no,unknown,29,may,260,1,no
2582,39,management,married,tertiary,no,2985,no,no,cellular,14,aug,91,2,no
2583,46,blue-collar,married,secondary,no,4646,yes,no,cellular,7,may,33,3,no
2584,37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,192,1,yes
2585,31,management,single,tertiary,no,874,yes,no,cellular,18,nov,190,2,no
2586,60,management,married,tertiary,no,3401,no,no,cellular,2,feb,121,1,no
2587,34,blue-collar,married,secondary,no,457,yes,no,unknown,9,may,266,1,no
2588,45,housemaid,married,tertiary,no,0,no,no,unknown,9,jun,100,1,no
2589,27,technician,single,tertiary,no,11862,no,no,cellular,25,nov,285,2,yes
2590,49,services,married,primary,no,784,yes,no,cellular,14,jul,171,4,no
2591,43,unemployed,divorced,secondary,no,0,yes,no,cellular,24,jul,229,2,no
2592,35,technician,single,secondary,no,161,yes,yes,cellular,31,jul,175,4,no
2593,57,admin.,married,secondary,no,1143,no,no,telephone,7,jul,69,3,no
2594,43,admin.,married,secondary,no,352,no,yes,cellular,31,jul,165,4,no
2595,59,retired,married,secondary,no,374,no,no,cellular,29,aug,272,2,no
2596,55,blue-collar,married,secondary,no,1901,no,no,cellular,18,aug,143,4,no
2597,52,blue-collar,married,secondary,no,167,no,no,unknown,16,jun,163,1,no
2598,34,services,divorced,secondary,no,0,yes,yes,unknown,20,may,203,1,no
2599,32,technician,single,secondary,no,271,yes,no,cellular,13,may,80,2,no
2600,45,admin.,single,secondary,no,-11,yes,no,cellular,5,may,247,1,no
2601,55,admin.,married,secondary,no,1232,no,no,cellular,27,aug,97,7,no
2602,48,management,married,tertiary,no,10347,yes,no,cellular,31,jul,153,6,no
2603,28,housemaid,married,secondary,no,15,yes,no,telephone,25,jul,133,7,no
2604,35,self-employed,single,tertiary,no,670,no,yes,cellular,13,may,44,1,no
2605,33,admin.,married,tertiary,no,0,yes,yes,cellular,9,jul,389,3,no
2606,44,blue-collar,married,tertiary,no,2185,yes,no,unknown,16,may,698,1,no
2607,26,blue-collar,single,secondary,no,26,yes,yes,cellular,15,may,899,1,yes
2608,34,blue-collar,married,primary,no,654,no,no,cellular,25,jul,152,1,no
2609,29,entrepreneur,married,secondary,no,452,yes,no,unknown,27,may,347,1,no
2610,26,technician,single,secondary,no,668,yes,no,unknown,28,may,576,3,yes
2611,38,management,single,tertiary,no,11971,yes,no,cellular,8,aug,327,3,no
2612,46,unemployed,single,secondary,no,2052,no,no,cellular,30,jan,428,1,no
2613,46,admin.,married,secondary,no,154,no,no,cellular,22,aug,58,2,no
2614,56,management,divorced,tertiary,no,659,no,yes,cellular,2,jun,56,1,no
2615,47,technician,married,secondary,no,459,no,no,cellular,28,jan,226,1,no
2616,40,admin.,divorced,secondary,no,83,yes,no,cellular,6,may,327,1,no
2617,35,services,single,secondary,no,1239,yes,no,cellular,5,may,60,2,no
2618,28,blue-collar,married,primary,no,5542,yes,no,cellular,16,apr,404,1,no
2619,33,blue-collar,married,secondary,no,-81,yes,no,cellular,29,jan,339,2,no
2620,40,management,married,tertiary,no,3812,no,no,cellular,6,aug,58,4,no
2621,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,yes
2622,59,housemaid,married,primary,no,0,no,no,unknown,9,jun,332,1,no
2623,25,blue-collar,single,secondary,no,192,no,no,telephone,4,jul,112,2,no
2624,36,technician,married,secondary,no,3763,yes,no,unknown,20,may,83,1,no
2625,47,management,divorced,tertiary,no,0,no,no,cellular,14,jul,122,2,no
2626,28,admin.,married,secondary,no,49,yes,no,cellular,20,apr,17,3,no
2627,35,technician,single,secondary,no,705,yes,yes,cellular,15,may,177,1,no
2628,59,blue-collar,married,primary,no,616,no,no,cellular,4,feb,253,3,no
2629,42,services,divorced,secondary,no,167,no,no,unknown,16,jun,119,1,no
2630,56,housemaid,married,primary,no,657,no,no,unknown,16,jun,211,2,no
2631,33,blue-collar,single,unknown,no,129,yes,yes,cellular,30,apr,482,1,yes
2632,32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,no
2633,34,unemployed,married,tertiary,no,822,no,no,unknown,1,aug,11,1,no
2634,29,unemployed,single,primary,no,34,no,no,cellular,5,feb,227,1,no
2635,30,admin.,married,secondary,no,67,yes,no,unknown,16,may,149,1,no
2636,30,technician,single,secondary,no,115,no,no,cellular,13,may,152,1,no
2637,25,technician,single,secondary,no,4859,no,no,cellular,12,jan,227,1,yes
2638,32,management,married,tertiary,no,2204,no,no,cellular,27,aug,123,4,no
2639,50,unknown,married,unknown,no,1533,no,no,cellular,4,aug,157,1,no
2640,36,management,single,tertiary,no,609,no,no,cellular,18,aug,33,2,no
2641,47,technician,divorced,secondary,no,1851,yes,no,unknown,19,may,140,2,no
2642,60,housemaid,married,primary,no,15,no,no,cellular,14,aug,244,1,no
2643,45,management,divorced,tertiary,no,702,no,yes,cellular,9,jul,110,1,no
2644,58,technician,married,tertiary,no,289,no,no,telephone,21,nov,182,2,no
2645,50,technician,married,secondary,no,232,no,no,cellular,18,nov,90,1,no
2646,31,management,married,tertiary,no,1343,yes,yes,unknown,21,may,85,1,no
2647,37,admin.,divorced,tertiary,no,43,yes,no,cellular,20,apr,328,2,no
2648,60,management,married,tertiary,no,553,yes,no,cellular,2,feb,343,1,no
2649,34,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,may,136,1,no
2650,45,admin.,married,secondary,no,-31,yes,no,unknown,14,may,295,2,no
2651,35,entrepreneur,single,tertiary,no,145,yes,no,cellular,18,jul,799,2,yes
2652,34,technician,single,secondary,no,1313,no,no,cellular,19,apr,237,4,no
2653,25,technician,married,tertiary,no,914,yes,no,cellular,12,may,185,2,no
2654,37,technician,married,secondary,no,24,yes,no,cellular,13,aug,136,1,no
2655,45,services,married,secondary,no,9077,yes,no,unknown,15,may,139,1,no
2656,35,services,married,secondary,no,457,yes,no,cellular,17,apr,69,1,no
2657,34,blue-collar,single,secondary,no,177,yes,no,unknown,8,may,500,1,no
2658,40,blue-collar,married,primary,no,4,no,no,unknown,20,jun,287,9,no
2659,50,unemployed,married,secondary,no,3674,yes,no,unknown,30,may,886,3,yes
2660,26,student,single,unknown,no,198,no,no,cellular,5,feb,161,1,no
2661,42,blue-collar,married,primary,no,1673,yes,no,cellular,17,apr,636,3,yes
2662,31,blue-collar,married,unknown,no,-120,yes,no,cellular,17,jul,231,2,no
2663,36,blue-collar,single,secondary,no,110,no,no,cellular,8,jul,291,2,no
2664,25,services,single,secondary,no,54,yes,no,unknown,13,may,318,2,no
2665,60,retired,married,secondary,no,208,no,no,cellular,20,aug,70,4,no
2666,60,blue-collar,married,primary,no,136,yes,no,unknown,8,may,43,2,no
2667,55,management,married,tertiary,no,0,no,no,unknown,16,jun,607,2,no
2668,51,entrepreneur,married,secondary,no,0,yes,yes,cellular,16,apr,432,1,no
2669,39,admin.,married,secondary,no,0,yes,no,cellular,17,jul,69,1,no
2670,26,services,single,tertiary,no,1624,yes,yes,unknown,28,may,438,1,no
2671,23,student,single,secondary,no,1029,yes,no,cellular,18,may,68,1,no
2672,33,housemaid,married,primary,no,167,no,no,cellular,21,aug,141,2,no
2673,33,technician,single,secondary,no,1327,yes,no,cellular,2,feb,20,7,no
2674,26,services,single,secondary,no,1347,no,no,telephone,6,feb,254,1,no
2675,46,management,divorced,tertiary,no,233,yes,yes,cellular,14,may,57,4,no
2676,37,admin.,single,secondary,no,3049,yes,yes,unknown,29,may,153,1,no
2677,45,housemaid,married,secondary,no,870,no,yes,unknown,19,jun,258,2,no
